500 3814
352 387 0.532748
352 389 0.327067
352 391 0.533295
352 497 0.369101
353 354 0.363193
353 366 0.523915
353 368 0.432401
353 371 0.324525
353 377 0.421123
353 388 0.501662
353 397 0.651781
353 418 0.670902
353 419 0.699285
354 367 0.60649
354 372 0.502591
354 373 0.621129
354 376 0.346817
354 384 0.692748
354 386 0.345159
354 395 0.435875
354 398 0.423506
354 463 0.457665
355 369 0.416032
355 389 0.608463
355 447 0.39503
355 461 0.329875
355 463 0.36254
356 376 0.408676
356 393 0.431408
356 496 0.606959
357 364 0.684096
357 366 0.414689
357 368 0.667016
357 371 0.581004
357 377 0.411692
357 392 0.318765
357 472 0.546391
357 476 0.627638
358 364 0.648983
358 375 0.69304
358 379 0.455502
358 386 0.321038
358 473 0.571649
358 476 0.31754
359 361 0.554804
359 377 0.347251
359 385 0.663806
359 389 0.426774
359 434 0.679593
360 361 0.331282
360 363 0.538225
360 375 0.534329
360 388 0.616751
360 415 0.349568
360 430 0.401566
361 362 0.387912
361 364 0.598338
361 374 0.438903
361 481 0.562973
362 375 0.513976
362 383 0.488187
362 385 0.438686
362 391 0.348628
362 392 0.689705
362 461 0.362171
362 491 0.325048
363 369 0.55097
363 379 0.538931
363 391 0.516917
363 394 0.460852
363 398 0.383738
363 414 0.515339
364 367 0.506201
364 383 0.621139
364 391 0.422971
364 395 0.520219
364 409 0.405895
364 452 0.672641
364 453 0.666392
364 470 0.548973
364 473 0.389841
364 484 0.607174
365 367 0.602059
365 369 0.51226
365 381 0.647184
365 383 0.455072
365 385 0.386227
365 398 0.475382
365 399 0.311275
365 402 0.469052
366 367 0.376615
366 374 0.339946
366 378 0.525089
366 381 0.452828
367 371 0.390476
367 377 0.420841
367 406 0.376124
367 421 0.559872
368 371 0.33724
368 384 0.341075
368 409 0.539457
368 432 0.340779
368 488 0.520864
369 375 0.557954
369 376 0.48271
369 377 0.564017
369 381 0.670969
369 390 0.550958
369 398 0.599174
369 399 0.699079
369 489 0.601755
370 388 0.300954
370 389 0.556568
370 392 0.511921
370 419 0.475359
370 427 0.545364
371 373 0.603905
371 379 0.665385
371 389 0.469426
371 396 0.624941
371 458 0.620951
372 393 0.43299
372 396 0.545696
372 401 0.314032
372 488 0.671144
373 412 0.50021
373 428 0.3847
374 385 0.621959
374 388 0.371803
375 378 0.528548
375 382 0.590115
375 389 0.422216
375 393 0.576014
375 397 0.555893
375 479 0.396534
376 383 0.556321
376 386 0.425831
376 387 0.602215
377 385 0.616676
377 396 0.404404
377 448 0.687665
377 486 0.479159
378 393 0.609611
378 437 0.304893
378 456 0.387677
379 395 0.455976
379 396 0.335052
379 397 0.577251
379 492 0.656699
380 388 0.528532
380 389 0.449198
380 394 0.376169
380 396 0.600113
380 435 0.487125
381 382 0.320372
381 383 0.527254
381 393 0.415058
381 398 0.519466
381 462 0.544671
382 392 0.370457
382 394 0.443886
382 413 0.463249
382 427 0.646706
383 393 0.502044
383 395 0.649779
383 409 0.450162
383 446 0.334841
385 388 0.65068
386 390 0.522818
386 419 0.497676
386 430 0.576136
387 391 0.363273
388 393 0.471392
388 395 0.470596
388 443 0.527362
389 434 0.621256
390 429 0.675301
392 393 0.490567
393 398 0.565772
394 395 0.48787
394 418 0.590014
395 397 0.372316
395 479 0.511639
396 465 0.626876
397 408 0.347801
398 460 0.628996
400 416 0.383498
400 433 0.419495
400 440 0.592088
400 445 0.507191
400 468 0.319502
400 478 0.660775
400 485 0.525357
400 494 0.344784
401 402 0.40031
401 410 0.681935
401 422 0.677314
401 432 0.615762
401 433 0.654749
401 448 0.58366
401 454 0.504828
401 476 0.453865
401 481 0.615758
401 485 0.394566
401 495 0.37493
402 406 0.378527
402 435 0.630219
402 438 0.501127
402 443 0.367163
402 460 0.309599
402 471 0.648418
402 474 0.699406
402 482 0.622863
403 408 0.668236
403 414 0.661162
403 416 0.49356
403 433 0.47942
403 442 0.437114
403 443 0.650874
403 468 0.303893
403 471 0.639927
403 495 0.473923
404 409 0.464146
404 412 0.532226
404 419 0.603892
404 430 0.457796
404 434 0.496582
404 437 0.691408
404 451 0.672447
404 458 0.357752
404 470 0.651522
404 471 0.627373
404 479 0.671874
404 488 0.563724
404 493 0.651619
405 406 0.446527
405 407 0.51779
405 419 0.5583
405 426 0.695693
405 443 0.31498
405 448 0.372767
405 460 0.599275
405 463 0.384666
405 482 0.63178
405 484 0.644728
405 488 0.524443
405 491 0.571421
405 493 0.471443
405 495 0.402677
406 424 0.644704
406 432 0.640402
406 433 0.648726
406 434 0.613807
406 435 0.390943
406 446 0.626738
406 464 0.304915
406 472 0.648071
406 475 0.380696
406 493 0.419081
406 494 0.351061
406 499 0.30872
407 416 0.322349
407 440 0.416638
407 446 0.604545
407 472 0.58888
407 474 0.69702
407 479 0.433761
407 486 0.614898
407 489 0.649134
408 442 0.528555
408 444 0.602641
408 450 0.6784
408 456 0.653898
408 469 0.633082
408 477 0.547466
408 478 0.432197
409 415 0.445241
409 416 0.408443
409 443 0.345824
409 463 0.310914
409 464 0.553172
409 465 0.65487
409 480 0.388235
409 495 0.405294
410 413 0.490711
410 423 0.670582
410 425 0.340922
410 435 0.428281
410 439 0.669031
410 450 0.646126
410 453 0.420803
410 455 0.65178
410 457 0.67089
410 487 0.46518
410 497 0.379047
410 498 0.657711
411 417 0.385825
411 429 0.611182
411 431 0.657974
411 438 0.583796
411 439 0.43267
411 442 0.635672
411 446 0.605341
411 471 0.422367
411 486 0.425278
411 494 0.389918
411 496 0.331303
412 421 0.554546
412 447 0.662003
412 455 0.407546
412 457 0.393715
412 458 0.629644
412 465 0.465351
412 470 0.389181
412 476 0.674173
412 477 0.396915
412 480 0.514791
412 485 0.434348
412 490 0.654208
413 414 0.524442
413 450 0.62383
413 454 0.389978
413 458 0.355255
413 465 0.350514
413 472 0.413091
413 483 0.503621
413 484 0.551389
413 496 0.60377
414 424 0.458151
414 425 0.620829
414 428 0.382571
414 429 0.508121
414 430 0.621017
414 475 0.338102
414 493 0.344453
414 495 0.500955
415 440 0.55559
415 441 0.523676
415 450 0.408677
415 466 0.432973
415 467 0.692308
415 479 0.664663
415 487 0.308212
415 490 0.562021
415 498 0.567497
416 421 0.539897
416 442 0.34514
416 447 0.605499
416 467 0.359099
416 482 0.386248
416 486 0.541702
416 492 0.692355
416 493 0.325992
417 421 0.586649
417 425 0.619106
417 426 0.426661
417 437 0.599113
417 439 0.538764
417 443 0.547433
417 459 0.412528
417 474 0.327488
417 478 0.608354
417 493 0.372198
418 423 0.381807
418 426 0.38484
418 444 0.636052
418 450 0.501528
418 454 0.479956
418 465 0.632156
418 479 0.68942
418 492 0.567588
419 426 0.43912
419 438 0.587995
419 445 0.574845
419 446 0.552972
419 461 0.436693
419 479 0.67265
420 423 0.46604
420 428 0.432591
420 432 0.543587
420 451 0.569284
420 455 0.345272
420 456 0.642537
420 467 0.606108
420 491 0.483849
420 499 0.585802
421 432 0.341645
421 446 0.541237
421 447 0.334397
421 487 0.359747
421 493 0.658601
422 428 0.655702
422 440 0.646378
422 442 0.451107
422 444 0.405729
422 458 0.436406
422 459 0.679718
422 476 0.461761
422 486 0.566644
422 497 0.66304
423 434 0.500977
423 441 0.642596
423 444 0.319766
423 462 0.585743
423 496 0.596466
424 427 0.569626
424 437 0.382525
424 449 0.487981
424 457 0.379516
424 459 0.656387
424 463 0.382355
424 474 0.46776
424 484 0.541888
424 493 0.30369
425 432 0.304881
425 437 0.648881
425 451 0.690554
425 461 0.315576
425 463 0.662156
425 468 0.654061
425 469 0.626042
425 496 0.464127
426 443 0.384562
426 445 0.371669
426 452 0.432236
426 475 0.328573
426 483 0.649699
426 484 0.637445
426 495 0.476182
427 437 0.496109
427 465 0.446654
427 468 0.341092
427 483 0.622986
427 493 0.444996
427 497 0.417456
428 442 0.477279
428 443 0.634392
428 444 0.577913
428 445 0.307561
428 462 0.452689
428 469 0.634662
428 470 0.420247
428 471 0.422933
428 477 0.584203
428 484 0.681728
428 493 0.506862
429 440 0.689366
429 452 0.520655
429 469 0.432862
429 481 0.654531
429 490 0.51706
429 492 0.585033
429 493 0.683381
429 495 0.528488
429 498 0.509792
430 449 0.541876
430 466 0.388639
430 474 0.617815
430 493 0.416383
431 432 0.602051
431 433 0.464612
431 438 0.665785
431 446 0.530969
431 452 0.355065
431 460 0.582186
431 463 0.432966
431 465 0.603622
432 439 0.430304
432 445 0.564005
432 482 0.374922
432 488 0.502642
432 494 0.607991
433 438 0.539794
433 447 0.681191
433 457 0.49588
433 458 0.53554
433 482 0.682607
433 489 0.333789
434 445 0.44922
434 451 0.379438
434 456 0.628533
434 457 0.304108
434 466 0.587332
434 474 0.360532
434 488 0.665834
434 489 0.359129
434 491 0.587267
435 436 0.353
435 441 0.324685
435 491 0.487687
435 497 0.432695
436 440 0.478253
436 441 0.335704
436 443 0.31323
436 444 0.396858
436 445 0.528681
436 449 0.525768
436 460 0.634399
436 467 0.490287
436 469 0.476708
436 470 0.418874
436 478 0.493059
436 480 0.632621
436 481 0.678765
436 496 0.424715
436 498 0.593552
436 499 0.480738
437 451 0.570321
437 452 0.350961
437 454 0.628303
437 456 0.413059
437 467 0.623523
437 485 0.665966
437 489 0.359002
438 462 0.394174
438 468 0.307736
438 477 0.662286
438 479 0.519702
438 482 0.628435
438 486 0.525003
438 487 0.319622
438 489 0.30558
438 498 0.335442
439 443 0.341467
439 450 0.364006
439 464 0.42389
439 475 0.654934
439 478 0.39797
439 480 0.679621
439 488 0.328767
439 489 0.394838
439 490 0.368728
440 450 0.433991
440 455 0.549413
440 471 0.371549
440 472 0.502756
440 476 0.652565
440 477 0.552078
440 483 0.428143
440 491 0.500248
441 451 0.64829
441 452 0.493968
441 469 0.578338
441 485 0.635294
441 486 0.636367
441 488 0.679024
441 492 0.407828
441 497 0.335259
442 462 0.622459
442 472 0.419288
442 480 0.672406
443 444 0.574116
443 456 0.398161
443 493 0.482279
444 447 0.33872
444 477 0.693011
444 479 0.551638
444 486 0.643197
444 491 0.323893
445 447 0.680775
445 462 0.320718
445 472 0.351276
446 454 0.449436
446 456 0.667526
446 463 0.693091
446 484 0.660034
446 485 0.471779
446 490 0.431065
446 494 0.580736
447 460 0.328055
447 461 0.662109
447 465 0.316611
447 470 0.606043
447 478 0.512212
447 479 0.671605
447 497 0.450575
448 449 0.463371
448 477 0.602477
448 486 0.330343
448 488 0.451086
449 453 0.488346
449 455 0.584858
449 457 0.480428
449 467 0.561601
449 482 0.43152
449 486 0.599613
449 487 0.311204
449 495 0.372825
450 459 0.593341
450 471 0.550567
450 488 0.665793
450 497 0.687115
450 498 0.367405
450 499 0.622369
451 452 0.340212
451 454 0.550035
451 484 0.560993
451 485 0.373038
451 499 0.614698
452 478 0.574997
452 482 0.322493
452 483 0.601624
452 490 0.554426
453 456 0.470557
453 457 0.500917
453 459 0.692133
453 463 0.347359
453 468 0.546571
453 483 0.384912
453 495 0.568629
454 469 0.579682
454 484 0.64649
454 499 0.389183
455 458 0.307071
455 473 0.642887
455 487 0.409597
456 472 0.571753
456 474 0.551272
456 477 0.602737
456 478 0.445059
456 490 0.306396
456 497 0.603539
457 460 0.648545
457 475 0.504184
457 484 0.556074
458 462 0.509885
458 473 0.374068
458 481 0.697923
459 484 0.314139
459 485 0.571137
459 497 0.529969
460 497 0.481269
460 498 0.497475
461 477 0.337382
461 478 0.42562
461 484 0.596295
461 485 0.380383
461 492 0.605426
461 496 0.343136
461 498 0.579647
462 474 0.476851
462 495 0.386645
463 465 0.33795
463 493 0.391143
464 492 0.584302
464 493 0.579298
464 499 0.585258
465 482 0.319559
465 492 0.373852
466 486 0.669659
466 490 0.567303
467 471 0.496438
467 474 0.523562
467 487 0.329522
467 493 0.344205
468 485 0.341027
468 489 0.351632
468 490 0.425635
469 470 0.631011
469 480 0.427965
469 481 0.677734
470 477 0.352114
470 484 0.589644
470 496 0.693405
471 480 0.383142
471 483 0.626622
471 484 0.648443
471 492 0.333303
472 488 0.638396
473 474 0.642562
473 490 0.388475
473 491 0.698508
473 496 0.354713
473 499 0.403127
474 485 0.579155
474 489 0.402219
474 490 0.368099
475 494 0.476503
475 495 0.591668
476 479 0.417916
476 489 0.591481
476 491 0.535143
476 497 0.383375
477 479 0.5363
478 479 0.502335
479 484 0.589594
481 482 0.651742
481 497 0.303301
482 483 0.419645
482 499 0.503786
483 488 0.493191
484 485 0.56335
484 489 0.343493
484 495 0.474414
484 498 0.561776
484 499 0.522812
486 495 0.409829
487 491 0.54265
489 494 0.346709
491 492 0.313076
491 496 0.355861
492 497 0.694003
493 496 0.392071
495 496 0.452213
496 497 0.302737
